
  (1.48813230203d9 -100) (1.48813230204d9 100) (1.48813230205d9 -100)
  (1.48813230206d9 100) (1.48813230207d9 -100) (1.48813230208d9 100)
  (1.48813230209d9 -100) (1.4881323021d9 100) (1.48813230211d9 -100)
  (1.48813230212d9 100) (1.48813230213d9 -100) (1.48813230214d9 100)
  (1.48813230215d9 -100) (1.48813230216d9 100) (1.48813230217d9 -100)
  (1.48813230218d9 100) (1.48813230219d9 -100) (1.4881323022d9 0.3d0)
  (1.48813230226d9 -2.35d0) (1.48813230229d9 0.09d0) (1.48813230241d9 -10.42d0)
  (1.48813230249d9 -4.93d0) (1.48813230251d9 -7.52d0) (1.48813230262d9 -2.06d0)
  (1.48813230265d9 -6.13d0) (1.48813230287d9 5.44d0) (1.48813230293d9 -1.25d0)
  (1.48813230295d9 2.21d0) (1.48813230305d9 -1.3d0) (1.4881323031d9 2.83d0)
  (1.48813230316d9 -1.81d0) (1.48813230322d9 3.66d0) (1.4881323033d9 0.02d0)
  (1.48813230338d9 2.37d0) (1.48813230351d9 -0.85d0) (1.48813230362d9 6.81d0)
  (1.48813230371d9 1.75d0) (1.48813230383d9 6.2d0) (1.48813230389d9 2.9d0)
  (1.48813230394d9 6.05d0) (1.488132304d9 -1.08d0) (1.48813230409d9 1.41d0)
  (1.48813230424d9 -7.64d0) (1.48813230431d9 -2.71d0) (1.48813230436d9 -5.23d0)
  (1.48813230442d9 -3.02d0) (1.48813230444d9 -5.31d0) (1.48813230447d9 -2.46d0)
  (1.48813230449d9 -5.14d0) (1.48813230457d9 1.98d0) (1.4881323046d9 -0.39d0)
  (1.48813230465d9 2.3d0) (1.48813230491d9 -9.44d0) (1.48813230493d9 -6.99d0)
  (1.48813230499d9 -10.8d0) (1.48813230521d9 0.96d0) (1.48813230523d9 -2.19d0)
  (1.48813230528d9 1.04d0) (1.48813230532d9 -1.26d0) (1.48813230547d9 6.75d0)
  (1.4881323055d9 3.3d0) (1.48813230583d9 13.37d0) (1.48813230593d9 7.6d0)
  (1.48813230596d9 10.96d0) (1.48813230602d9 7.17d0) (1.48813230628d9 17.4d0)
  (1.48813230639d9 9.08d0) (1.48813230651d9 13.06d0) (1.48813230654d9 9.82d0)
  (1.48813230657d9 12.62d0) (1.48813230672d9 2.37d0) (1.48813230675d9 6.8d0)
  (1.48813230681d9 3.13d0) (1.4881323069d9 11.64d0) (1.48813230696d9 6.99d0)
  (1.48813230699d9 10.29d0) (1.48813230702d9 5.5d0) (1.48813230704d9 7.5d0)
  (1.48813230706d9 5.35d0) (1.48813230714d9 11.21d0) (1.48813230721d9 4.05d0)
  (1.48813230731d9 6.19d0) (1.48813230749d9 -3.3d0) (1.48813230751d9 -0.67d0)
  (1.48813230756d9 -5.32d0) (1.48813230761d9 -1.54d0) (1.48813230769d9 -4.76d0)
  (1.48813230773d9 -0.17d0) (1.4881323078d9 -2.59d0) (1.48813230785d9 2.04d0)
  (1.48813230787d9 -0.37d0) (1.48813230798d9 5.27d0) (1.48813230808d9 0.32d0)
  (1.4881323081d9 3.6d0) (1.48813230812d9 1.01d0) (1.48813230817d9 4.45d0)
  (1.48813230826d9 -1.14d0) (1.48813230839d9 2.98d0) (1.48813230841d9 0.52d0)
  (1.48813230844d9 3.77d0) (1.48813230848d9 -0.06d0) (1.48813230856d9 4.82d0)
  (1.48813230859d9 1.77d0) (1.48813230866d9 5.49d0) (1.4881323088d9 -4.28d0)
  (1.48813230884d9 -1.44d0) (1.48813230893d9 -3.85d0) (1.488132309d9 -0.55d0)
  (1.48813230906d9 -2.95d0) (1.48813230914d9 0.74d0) (1.48813230921d9 -3.06d0)
  (1.48813230933d9 3.65d0) (1.48813230937d9 -0.96d0) (1.48813230942d9 3.72d0)
  (1.48813230946d9 1.38d0) (1.4881323096d9 11.56d0) (1.48813230965d9 8.13d0)
  (1.48813230979d9 12.23d0) (1.48813230992d9 6.09d0) (1.48813230998d9 10.48d0)
  (1.48813231001d9 4.97d0) (1.48813231003d9 7.81d0) (1.48813231023d9 -2.42d0)
  (1.48813231025d9 0.57d0) (1.48813231028d9 -2.58d0) (1.48813231031d9 1.53d0)
  (1.48813231037d9 -1.82d0) (1.48813231047d9 2.98d0) (1.48813231049d9 0.78d0)
  (1.48813231053d9 3.84d0) (1.48813231058d9 1.41d0) (1.48813231077d9 7.53d0)
  (1.48813231083d9 3.86d0) (1.48813231087d9 8.2d0) (1.48813231092d9 6.05d0)
  (1.48813231094d9 8.8d0) (1.48813231111d9 3.89d0) (1.48813231113d9 5.98d0)
  (1.48813231128d9 -0.7d0) (1.48813231134d9 2.96d0) (1.48813231138d9 -2.44d0)
  (1.48813231148d9 5.36d0) (1.4881323115d9 2.46d0) (1.48813231152d9 5.01d0)
  (1.48813231155d9 2.21d0) (1.48813231177d9 12.99d0) (1.48813231181d9 7.53d0)
  (1.48813231184d9 11.99d0) (1.48813231189d9 8.48d0) (1.48813231192d9 11.15d0)
  (1.48813231203d9 5.96d0) (1.48813231206d9 7.99d0) (1.48813231214d9 2.87d0)
  (1.48813231228d9 7.17d0) (1.48813231243d9 -2.58d0) (1.48813231252d9 6.1d0)
  (1.48813231255d9 2.87d0) (1.48813231261d9 6.47d0) (1.48813231265d9 1.42d0)
  (1.48813231267d9 4.33d0) (1.48813231271d9 0.21d0) (1.48813231278d9 6.86d0)
  (1.48813231283d9 4.42d0) (1.48813231285d9 7.86d0) (1.48813231287d9 5.45d0)
  (1.48813231293d9 7.93d0) (1.48813231296d9 5.51d0) (1.48813231301d9 8.07d0)
  (1.48813231341d9 -12.87d0) (1.48813231346d9 -10.35d0)
  (1.48813231353d9 -15.85d0) (1.48813231356d9 -13.57d0)
  (1.4881323136d9 -19.19d0) (1.48813231362d9 -15.5d0)
  (1.48813231365d9 -18.62d0) (1.4881323137d9 -13.97d0)
  (1.48813231373d9 -16.56d0) (1.48813231386d9 -12.88d0)
  (1.48813231393d9 -18.79d0) (1.48813231395d9 -16.62d0)
  (1.48813231401d9 -22.23d0) (1.48813231415d9 -9.94d0)
  (1.48813231417d9 -12.58d0) (1.48813231436d9 1.4d0) (1.48813231438d9 -0.64d0)
  (1.48813231447d9 2.94d0) (1.48813231451d9 -0.08d0) (1.48813231457d9 3.16d0)
  (1.48813231474d9 -7.16d0) (1.48813231477d9 -4.41d0) (1.48813231484d9 -7.11d0)
  (1.48813231496d9 0.23d0) (1.48813231501d9 -2.56d0) (1.48813231503d9 -0.3d0)
  (1.48813231506d9 -3.21d0) (1.48813231511d9 1.55d0) (1.48813231515d9 -1.07d0)
  (1.48813231522d9 5.41d0) (1.48813231526d9 2.99d0) (1.48813231528d9 6.18d0)
  (1.48813231533d9 2.95d0) (1.48813231543d9 7.12d0) (1.48813231545d9 3.79d0)
  (1.48813231553d9 10.12d0) (1.48813231558d9 7.95d0) (1.48813231561d9 10.73d0)
  (1.48813231563d9 7.77d0) (1.48813231566d9 10.66d0) (1.48813231573d9 3.31d0)
  (1.4881323158d9 8.28d0) (1.48813231582d9 5.64d0) (1.48813231589d9 10.45d0)
  (1.48813231592d9 6.98d0) (1.48813231603d9 15.0d0) (1.48813231605d9 12.71d0)
  (1.48813231617d9 23.3d0) (1.48813231623d9 17.66d0) (1.48813231645d9 27.91d0)
  (1.48813231649d9 24.55d0) (1.48813231663d9 29.87d0) (1.48813231665d9 27.85d0)
  (1.48813231669d9 32.64d0) (1.48813231673d9 28.8d0) (1.48813231696d9 41.84d0)
  (1.48813231702d9 37.35d0) (1.48813231712d9 44.14d0) (1.48813231725d9 34.75d0)
  (1.48813231727d9 38.11d0) (1.48813231735d9 31.36d0) (1.48813231738d9 34.17d0)
  (1.48813231749d9 30.92d0) (1.48813231752d9 33.33d0) (1.48813231755d9 29.42d0)
  (1.48813231767d9 36.29d0) (1.48813231788d9 24.1d0) (1.48813231809d9 34.91d0)
  (1.48813231814d9 29.27d0) (1.48813231832d9 41.56d0) (1.48813231834d9 38.94d0)
  (1.48813231838d9 41.8d0) (1.48813231843d9 37.59d0) (1.48813231851d9 45.64d0)
  (1.48813231859d9 39.67d0) (1.48813231865d9 45.48d0) (1.48813231869d9 42.45d0)
  (1.48813231892d9 57.68d0) (1.48813231896d9 53.6d0) (1.48813231906d9 64.14d0)
  (1.48813231912d9 58.37d0) (1.48813231916d9 62.7d0) (1.48813231918d9 60.39d0)
  (1.48813231927d9 66.85d0) (1.48813231934d9 62.61d0) (1.48813231948d9 73.34d0)
  (1.48813231958d9 68.49d0) (1.48813231973d9 73.37d0) (1.48813231976d9 70.21d0)
  (1.48813231993d9 81.6d0) (1.48813231997d9 76.92d0) (1.48813232007d9 81.62d0)
  (1.4881323201d9 79.12d0) (1.48813232013d9 81.7d0) (1.48813232018d9 77.29d0)
  (1.48813232022d9 79.49d0) (1.48813232024d9 75.62d0) (1.48813232038d9 83.89d0)
  (1.4881323204d9 80.67d0) (1.48813232053d9 87.05d0) (1.48813232061d9 81.02d0)
  (1.4881323207d9 88.54d0) (1.48813232074d9 84.23d0) (1.48813232082d9 91.08d0)
  (1.48813232098d9 76.61d0) (1.4881323211d9 82.17d0) (1.48813232113d9 79.87d0)
  (1.48813232121d9 84.51d0) (1.48813232125d9 81.81d0) (1.48813232135d9 90.84d0)
  (1.48813232137d9 87.6d0) (1.48813232143d9 91.82d0) (1.48813232158d9 79.88d0)
  (1.48813232161d9 82.99d0) (1.48813232166d9 80.29d0) (1.48813232169d9 83.54d0)
  (1.48813232172d9 80.34d0) (1.48813232175d9 84.39d0) (1.48813232184d9 80.14d0)
  (1.48813232188d9 82.57d0) (1.4881323219d9 79.13d0) (1.48813232202d9 90.43d0)
  (1.48813232215d9 86.7d0) (1.4881323222d9 100) (1.48813232221d9 -100)
  (1.48813232222d9 100) (1.48813232223d9 -100) (1.48813232224d9 100)
  (1.48813232225d9 -100) (1.48813232226d9 100) (1.48813232227d9 -100)
  (1.48813232228d9 100) (1.48813232229d9 -100) (1.4881323223d9 100)
  (1.48813232231d9 -100) (1.48813232232d9 100) (1.48813232233d9 -100)
  (1.48813232234d9 100) (1.48813232235d9 -100) (1.48813232236d9 100)
  (1.48813232237d9 -100) (1.48813232238d9 100))) 
